id,city,json_data,collected_at
115,"Lang Son,VN","{'dt': 1759588702, 'id': 1576633, 'cod': 200, 'sys': {'sunset': 1759574306, 'country': 'VN', 'sunrise': 1759531504}, 'base': 'stations', 'main': {'temp': 23.87, 'humidity': 92, 'pressure': 1012, 'temp_max': 23.87, 'temp_min': 23.87, 'sea_level': 1012, 'feels_like': 24.71, 'grnd_level': 967}, 'name': 'Thành Phố Lạng Sơn', 'wind': {'deg': 255, 'gust': 0.2, 'speed': 0.46}, 'coord': {'lat': 21.8333, 'lon': 106.7333}, 'clouds': {'all': 74}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:23.159138
116,"Lao Cai,VN","{'dt': 1759588703, 'id': 1576303, 'cod': 200, 'sys': {'sunset': 1759574961, 'country': 'VN', 'sunrise': 1759532185}, 'base': 'stations', 'main': {'temp': 25.06, 'humidity': 91, 'pressure': 1013, 'temp_max': 25.06, 'temp_min': 25.06, 'sea_level': 1013, 'feels_like': 26, 'grnd_level': 943}, 'name': 'Lao Cai', 'wind': {'deg': 210, 'gust': 0.67, 'speed': 0.9}, 'coord': {'lat': 22.4833, 'lon': 103.95}, 'clouds': {'all': 51}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:23.376760
117,"Tan An,VN","{'dt': 1759588482, 'id': 1567069, 'cod': 200, 'sys': {'sunset': 1759574592, 'country': 'VN', 'sunrise': 1759531370}, 'base': 'stations', 'main': {'temp': 26.6, 'humidity': 90, 'pressure': 1012, 'temp_max': 26.6, 'temp_min': 26.6, 'sea_level': 1012, 'feels_like': 26.6, 'grnd_level': 1012}, 'name': 'Tan An', 'wind': {'deg': 198, 'gust': 5.73, 'speed': 2.38}, 'coord': {'lat': 10.5333, 'lon': 106.4167}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:23.590264
118,"Nam Dinh,VN","{'dt': 1759588500, 'id': 1573517, 'cod': 200, 'sys': {'sunset': 1759574469, 'country': 'VN', 'sunrise': 1759531613}, 'base': 'stations', 'main': {'temp': 27.02, 'humidity': 84, 'pressure': 1011, 'temp_max': 27.02, 'temp_min': 27.02, 'sea_level': 1011, 'feels_like': 30.17, 'grnd_level': 1010}, 'name': 'Thành Phố Nam Định', 'wind': {'deg': 142, 'gust': 1.11, 'speed': 1}, 'coord': {'lat': 20.4167, 'lon': 106.1667}, 'clouds': {'all': 1}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:23.779576
119,"Vinh,VN","{'dt': 1759588514, 'id': 1562798, 'cod': 200, 'sys': {'sunset': 1759574622, 'country': 'VN', 'sunrise': 1759531699}, 'base': 'stations', 'main': {'temp': 25.79, 'humidity': 86, 'pressure': 1011, 'temp_max': 25.79, 'temp_min': 25.79, 'sea_level': 1011, 'feels_like': 26.67, 'grnd_level': 1010}, 'name': 'Vinh', 'wind': {'deg': 219, 'gust': 1.07, 'speed': 1.08}, 'coord': {'lat': 18.6667, 'lon': 105.6667}, 'clouds': {'all': 90}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:23.978246
120,"Ninh Binh,VN","{'dt': 1759588500, 'id': 1571968, 'cod': 200, 'sys': {'sunset': 1759574518, 'country': 'VN', 'sunrise': 1759531655}, 'base': 'stations', 'main': {'temp': 26.49, 'humidity': 85, 'pressure': 1011, 'temp_max': 26.49, 'temp_min': 26.49, 'sea_level': 1011, 'feels_like': 26.49, 'grnd_level': 1009}, 'name': 'Thành Phố Ninh Bình', 'wind': {'deg': 222, 'gust': 0.65, 'speed': 0.69}, 'coord': {'lat': 20.2539, 'lon': 105.975}, 'clouds': {'all': 9}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:24.176057
121,"Phan Rang-Thap Cham,VN","{'dt': 1759588704, 'id': 1571067, 'cod': 200, 'sys': {'sunset': 1759573958, 'country': 'VN', 'sunrise': 1759530773}, 'base': 'stations', 'main': {'temp': 25.54, 'humidity': 87, 'pressure': 1013, 'temp_max': 25.54, 'temp_min': 25.54, 'sea_level': 1013, 'feels_like': 26.42, 'grnd_level': 1003}, 'name': 'Phan Rang-Thap Cham', 'wind': {'deg': 0, 'gust': 1.37, 'speed': 1.5}, 'coord': {'lat': 11.5667, 'lon': 108.9833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 9890}",2025-10-04 21:38:24.377452
122,"Viet Tri,VN","{'dt': 1759588704, 'id': 1562820, 'cod': 200, 'sys': {'sunset': 1759574629, 'country': 'VN', 'sunrise': 1759531806}, 'base': 'stations', 'main': {'temp': 26.37, 'humidity': 86, 'pressure': 1011, 'temp_max': 26.37, 'temp_min': 26.37, 'sea_level': 1011, 'feels_like': 26.37, 'grnd_level': 1007}, 'name': 'Viet Tri', 'wind': {'deg': 121, 'gust': 5.59, 'speed': 2.63}, 'coord': {'lat': 21.3019, 'lon': 105.4308}, 'clouds': {'all': 0}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:24.593348
123,"Tuy Hoa,VN","{'dt': 1759588704, 'id': 1563281, 'cod': 200, 'sys': {'sunset': 1759573854, 'country': 'VN', 'sunrise': 1759530724}, 'base': 'stations', 'main': {'temp': 24.75, 'humidity': 93, 'pressure': 1012, 'temp_max': 24.75, 'temp_min': 24.75, 'sea_level': 1012, 'feels_like': 25.71, 'grnd_level': 1000}, 'name': 'Thành phố Tuy Hòa', 'wind': {'deg': 229, 'gust': 2.48, 'speed': 1.73}, 'coord': {'lat': 13.0833, 'lon': 109.3}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:24.769276
124,"Dong Hoi,VN","{'dt': 1759588704, 'id': 1582886, 'cod': 200, 'sys': {'sunset': 1759574421, 'country': 'VN', 'sunrise': 1759531453}, 'base': 'stations', 'main': {'temp': 25.87, 'humidity': 87, 'pressure': 1011, 'temp_max': 25.87, 'temp_min': 25.87, 'sea_level': 1011, 'feels_like': 26.78, 'grnd_level': 1002}, 'name': 'Đồng Hới', 'wind': {'deg': 243, 'gust': 1.53, 'speed': 1.79}, 'coord': {'lat': 17.4833, 'lon': 106.6}, 'clouds': {'all': 87}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:24.961668
125,"Tam Ky,VN","{'dt': 1759588704, 'id': 1567148, 'cod': 200, 'sys': {'sunset': 1759574005, 'country': 'VN', 'sunrise': 1759530965}, 'base': 'stations', 'main': {'temp': 25.89, 'humidity': 88, 'pressure': 1011, 'temp_max': 25.89, 'temp_min': 25.89, 'sea_level': 1011, 'feels_like': 26.83, 'grnd_level': 1005}, 'name': 'Tam Ky', 'wind': {'deg': 222, 'gust': 1.78, 'speed': 1.81}, 'coord': {'lat': 15.5667, 'lon': 108.4833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:25.167829
126,"Quang Ngai,VN","{'dt': 1759588705, 'id': 1568770, 'cod': 200, 'sys': {'sunset': 1759573937, 'country': 'VN', 'sunrise': 1759530881}, 'base': 'stations', 'main': {'temp': 24.66, 'humidity': 91, 'pressure': 1011, 'temp_max': 24.66, 'temp_min': 24.66, 'sea_level': 1011, 'feels_like': 25.56, 'grnd_level': 1001}, 'name': 'Thành phố Quảng Ngãi', 'wind': {'deg': 225, 'gust': 2.31, 'speed': 2.18}, 'coord': {'lat': 15.1167, 'lon': 108.8}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:25.610621
127,"Ha Long,VN","{'dt': 1759588640, 'id': 1580410, 'cod': 200, 'sys': {'sunset': 1759574240, 'country': 'VN', 'sunrise': 1759531404}, 'base': 'stations', 'main': {'temp': 25.58, 'humidity': 91, 'pressure': 1011, 'temp_max': 25.58, 'temp_min': 25.58, 'sea_level': 1011, 'feels_like': 26.57, 'grnd_level': 1002}, 'name': 'Thành Phố Hạ Long', 'wind': {'deg': 39, 'gust': 1.43, 'speed': 1}, 'coord': {'lat': 20.9511, 'lon': 107.08}, 'clouds': {'all': 7}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:25.828534
128,"Dong Ha,VN","{'dt': 1759588705, 'id': 1582926, 'cod': 200, 'sys': {'sunset': 1759574313, 'country': 'VN', 'sunrise': 1759531321}, 'base': 'stations', 'main': {'temp': 25.63, 'humidity': 91, 'pressure': 1011, 'temp_max': 25.63, 'temp_min': 25.63, 'sea_level': 1011, 'feels_like': 26.62, 'grnd_level': 1012}, 'name': 'Dong Ha', 'wind': {'deg': 248, 'gust': 1.41, 'speed': 1.34}, 'coord': {'lat': 16.8163, 'lon': 107.1003}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:26.013102
129,"Soc Trang,VN","{'dt': 1759588705, 'id': 1567788, 'cod': 200, 'sys': {'sunset': 1759574713, 'country': 'VN', 'sunrise': 1759531458}, 'base': 'stations', 'main': {'temp': 25.8, 'humidity': 89, 'pressure': 1012, 'temp_max': 25.8, 'temp_min': 25.8, 'sea_level': 1012, 'feels_like': 26.76, 'grnd_level': 1012}, 'name': 'Soc Trang', 'wind': {'deg': 242, 'gust': 2.81, 'speed': 2.03}, 'coord': {'lat': 9.6033, 'lon': 105.98}, 'clouds': {'all': 79}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:26.206868
130,"Son La,VN","{'dt': 1759588560, 'id': 1567681, 'cod': 200, 'sys': {'sunset': 1759574996, 'country': 'VN', 'sunrise': 1759532174}, 'base': 'stations', 'main': {'temp': 20.63, 'humidity': 97, 'pressure': 1013, 'temp_max': 20.63, 'temp_min': 20.63, 'sea_level': 1013, 'feels_like': 21.28, 'grnd_level': 925}, 'name': 'Thành Phố Sơn La', 'wind': {'deg': 163, 'gust': 1.98, 'speed': 1.44}, 'coord': {'lat': 21.3167, 'lon': 103.9}, 'clouds': {'all': 0}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:26.389833
131,"Tay Ninh,VN","{'dt': 1759588636, 'id': 1566559, 'cod': 200, 'sys': {'sunset': 1759574654, 'country': 'VN', 'sunrise': 1759531460}, 'base': 'stations', 'main': {'temp': 26.51, 'humidity': 86, 'pressure': 1012, 'temp_max': 26.51, 'temp_min': 26.51, 'sea_level': 1012, 'feels_like': 26.51, 'grnd_level': 1011}, 'name': 'Tay Ninh', 'wind': {'deg': 204, 'gust': 2.89, 'speed': 1.93}, 'coord': {'lat': 11.3, 'lon': 106.1}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:26.595300
132,"Thai Binh,VN","{'dt': 1759588492, 'id': 1566346, 'cod': 200, 'sys': {'sunset': 1759574429, 'country': 'VN', 'sunrise': 1759531573}, 'base': 'stations', 'main': {'temp': 27.27, 'humidity': 83, 'pressure': 1011, 'temp_max': 27.27, 'temp_min': 27.27, 'sea_level': 1011, 'feels_like': 30.69, 'grnd_level': 1010}, 'name': 'Thành Phố Thái Bình', 'wind': {'deg': 117, 'gust': 1.57, 'speed': 1.39}, 'coord': {'lat': 20.45, 'lon': 106.3333}, 'clouds': {'all': 5}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:26.782054
133,"Thai Nguyen,VN","{'dt': 1759588702, 'id': 1566319, 'cod': 200, 'sys': {'sunset': 1759574524, 'country': 'VN', 'sunrise': 1759531713}, 'base': 'stations', 'main': {'temp': 25.9, 'humidity': 89, 'pressure': 1011, 'temp_max': 25.9, 'temp_min': 25.9, 'sea_level': 1011, 'feels_like': 26.87, 'grnd_level': 1000}, 'name': 'Thành Phố Thái Nguyên', 'wind': {'deg': 162, 'gust': 1.13, 'speed': 1.01}, 'coord': {'lat': 21.5928, 'lon': 105.8442}, 'clouds': {'all': 17}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:26.983680
134,"Thanh Hoa,VN","{'dt': 1759588449, 'id': 1566166, 'cod': 200, 'sys': {'sunset': 1759574577, 'country': 'VN', 'sunrise': 1759531697}, 'base': 'stations', 'main': {'temp': 25.42, 'humidity': 88, 'pressure': 1011, 'temp_max': 25.42, 'temp_min': 25.42, 'sea_level': 1011, 'feels_like': 26.32, 'grnd_level': 1010}, 'name': 'Thanh Hóa', 'wind': {'deg': 230, 'gust': 1.13, 'speed': 0.99}, 'coord': {'lat': 19.8, 'lon': 105.7667}, 'clouds': {'all': 22}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:27.199697
135,"Hue,VN","{'dt': 1759588431, 'id': 1580240, 'cod': 200, 'sys': {'sunset': 1759574200, 'country': 'VN', 'sunrise': 1759531194}, 'base': 'stations', 'main': {'temp': 26.79, 'humidity': 86, 'pressure': 1010, 'temp_max': 26.79, 'temp_min': 26.79, 'sea_level': 1010, 'feels_like': 29.79, 'grnd_level': 1009}, 'name': 'Huế', 'wind': {'deg': 224, 'gust': 1.51, 'speed': 1.48}, 'coord': {'lat': 16.4667, 'lon': 107.6}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:27.382667
136,"My Tho,VN","{'dt': 1759588514, 'id': 1574023, 'cod': 200, 'sys': {'sunset': 1759574611, 'country': 'VN', 'sunrise': 1759531383}, 'base': 'stations', 'main': {'temp': 26.21, 'humidity': 92, 'pressure': 1012, 'temp_max': 26.21, 'temp_min': 26.21, 'sea_level': 1012, 'feels_like': 26.21, 'grnd_level': 1012}, 'name': 'Mỹ Tho', 'wind': {'deg': 197, 'gust': 4.81, 'speed': 1.59}, 'coord': {'lat': 10.35, 'lon': 106.35}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:27.603926
137,"Tra Vinh,VN","{'dt': 1759588707, 'id': 1563926, 'cod': 200, 'sys': {'sunset': 1759574620, 'country': 'VN', 'sunrise': 1759531376}, 'base': 'stations', 'main': {'temp': 25.99, 'humidity': 91, 'pressure': 1012, 'temp_max': 25.99, 'temp_min': 25.99, 'sea_level': 1012, 'feels_like': 25.99, 'grnd_level': 1012}, 'name': 'Tra Vinh', 'wind': {'deg': 207, 'gust': 3.98, 'speed': 1.72}, 'coord': {'lat': 9.9347, 'lon': 106.3453}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:27.802183
138,"Tuyen Quang,VN","{'dt': 1759588707, 'id': 1563287, 'cod': 200, 'sys': {'sunset': 1759574670, 'country': 'VN', 'sunrise': 1759531867}, 'base': 'stations', 'main': {'temp': 25.82, 'humidity': 85, 'pressure': 1011, 'temp_max': 25.82, 'temp_min': 25.82, 'sea_level': 1011, 'feels_like': 26.68, 'grnd_level': 998}, 'name': 'Tuyên Quang', 'wind': {'deg': 89, 'gust': 0.15, 'speed': 0.46}, 'coord': {'lat': 21.8233, 'lon': 105.2181}, 'clouds': {'all': 9}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:28.008448
139,"Vinh Long,VN","{'dt': 1759588560, 'id': 1562693, 'cod': 200, 'sys': {'sunset': 1759574705, 'country': 'VN', 'sunrise': 1759531473}, 'base': 'stations', 'main': {'temp': 26.27, 'humidity': 88, 'pressure': 1012, 'temp_max': 26.27, 'temp_min': 26.27, 'sea_level': 1012, 'feels_like': 26.27, 'grnd_level': 1012}, 'name': 'Vinh Long', 'wind': {'deg': 217, 'gust': 4.47, 'speed': 2.2}, 'coord': {'lat': 10.25, 'lon': 105.9667}, 'clouds': {'all': 79}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:28.230743
140,"Vinh Yen,VN","{'dt': 1759588580, 'id': 1562548, 'cod': 200, 'sys': {'sunset': 1759574589, 'country': 'VN', 'sunrise': 1759531767}, 'base': 'stations', 'main': {'temp': 26.41, 'humidity': 87, 'pressure': 1011, 'temp_max': 26.41, 'temp_min': 26.41, 'sea_level': 1011, 'feels_like': 26.41, 'grnd_level': 1004}, 'name': 'Vinh Yen', 'wind': {'deg': 130, 'gust': 4.75, 'speed': 2.18}, 'coord': {'lat': 21.31, 'lon': 105.5967}, 'clouds': {'all': 18}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:28.516807
141,"Yen Bai,VN","{'dt': 1759588536, 'id': 1560349, 'cod': 200, 'sys': {'sunset': 1759574756, 'country': 'VN', 'sunrise': 1759531949}, 'base': 'stations', 'main': {'temp': 25.92, 'humidity': 84, 'pressure': 1011, 'temp_max': 25.92, 'temp_min': 25.92, 'sea_level': 1011, 'feels_like': 26.76, 'grnd_level': 994}, 'name': 'Yen Bai', 'wind': {'deg': 185, 'gust': 1.41, 'speed': 0.95}, 'coord': {'lat': 21.7, 'lon': 104.8667}, 'clouds': {'all': 15}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:28.700802
142,Bắc Ninh,"{'dt': 1759632146, 'id': 1591449, 'cod': 200, 'sys': {'sunset': 1759660828, 'country': 'VN', 'sunrise': 1759618072}, 'base': 'stations', 'main': {'temp': 31.38, 'humidity': 66, 'pressure': 1009, 'temp_max': 31.38, 'temp_min': 31.38, 'sea_level': 1009, 'feels_like': 37.38, 'grnd_level': 1008}, 'name': 'Bắc Ninh', 'rain': {'1h': 3.59}, 'wind': {'deg': 324, 'gust': 4.19, 'speed': 3.61}, 'coord': {'lat': 21.1833, 'lon': 106.05}, 'clouds': {'all': 57}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:26.856150
143,Ben Tre,"{'dt': 1759632146, 'id': 1587976, 'cod': 200, 'sys': {'sunset': 1759660970, 'country': 'VN', 'sunrise': 1759617770}, 'base': 'stations', 'main': {'temp': 30.8, 'humidity': 66, 'pressure': 1013, 'temp_max': 30.8, 'temp_min': 30.8, 'sea_level': 1013, 'feels_like': 35.95, 'grnd_level': 1012}, 'name': 'Ben Tre', 'wind': {'deg': 221, 'gust': 4.82, 'speed': 2.93}, 'coord': {'lat': 10.2333, 'lon': 106.3833}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:27.075582
144,Buôn Ma Thuột,"{'dt': 1759632146, 'id': 1586896, 'cod': 200, 'sys': {'sunset': 1759660522, 'country': 'VN', 'sunrise': 1759617418}, 'base': 'stations', 'main': {'temp': 26.42, 'humidity': 73, 'pressure': 1013, 'temp_max': 26.42, 'temp_min': 26.42, 'sea_level': 1013, 'feels_like': 26.42, 'grnd_level': 967}, 'name': 'Buôn Ma Thuột', 'wind': {'deg': 293, 'gust': 3.88, 'speed': 1.84}, 'coord': {'lat': 12.6667, 'lon': 108.05}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:27.296393
145,Ðà Lạt,"{'dt': 1759632147, 'id': 1584071, 'cod': 200, 'sys': {'sunset': 1759660442, 'country': 'VN', 'sunrise': 1759617310}, 'base': 'stations', 'main': {'temp': 22.63, 'humidity': 56, 'pressure': 1014, 'temp_max': 22.63, 'temp_min': 22.63, 'sea_level': 1014, 'feels_like': 22.41, 'grnd_level': 858}, 'name': 'Ðà Lạt', 'wind': {'deg': 270, 'gust': 7.25, 'speed': 3.13}, 'coord': {'lat': 11.9465, 'lon': 108.4419}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:27.511471
146,Đà Nẵng,"{'dt': 1759632074, 'id': 1583992, 'cod': 200, 'sys': {'sunset': 1759660413, 'country': 'VN', 'sunrise': 1759617446}, 'base': 'stations', 'main': {'temp': 30.86, 'humidity': 65, 'pressure': 1009, 'temp_max': 30.86, 'temp_min': 30.86, 'sea_level': 1009, 'feels_like': 35.82, 'grnd_level': 1005}, 'name': 'Đà Nẵng', 'rain': {'1h': 1.78}, 'wind': {'deg': 197, 'gust': 1.6, 'speed': 0.87}, 'coord': {'lat': 16.0678, 'lon': 108.2208}, 'clouds': {'all': 100}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:27.715752
147,Hà Nội,"{'dt': 1759632136, 'id': 1581130, 'cod': 200, 'sys': {'sunset': 1759660881, 'country': 'VN', 'sunrise': 1759618119}, 'base': 'stations', 'main': {'temp': 31.08, 'humidity': 67, 'pressure': 1009, 'temp_max': 31.08, 'temp_min': 31.08, 'sea_level': 1009, 'feels_like': 36.92, 'grnd_level': 1008}, 'name': 'Hà Nội', 'rain': {'1h': 2.01}, 'wind': {'deg': 312, 'gust': 3.88, 'speed': 3.51}, 'coord': {'lat': 21.0245, 'lon': 105.8412}, 'clouds': {'all': 68}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:27.928083
148,Hải Phòng,"{'dt': 1759632147, 'id': 1581298, 'cod': 200, 'sys': {'sunset': 1759660683, 'country': 'VN', 'sunrise': 1759617914}, 'base': 'stations', 'main': {'temp': 31.68, 'humidity': 68, 'pressure': 1008, 'temp_max': 31.68, 'temp_min': 31.68, 'sea_level': 1008, 'feels_like': 38.68, 'grnd_level': 1007}, 'name': 'Hải Phòng', 'rain': {'1h': 3.84}, 'wind': {'deg': 323, 'gust': 5, 'speed': 3.94}, 'coord': {'lat': 20.8561, 'lon': 106.6822}, 'clouds': {'all': 81}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:28.230342
149,Hung Yen,"{'dt': 1759632148, 'id': 1580142, 'cod': 200, 'sys': {'sunset': 1759660835, 'country': 'VN', 'sunrise': 1759618057}, 'base': 'stations', 'main': {'temp': 31.33, 'humidity': 66, 'pressure': 1009, 'temp_max': 31.33, 'temp_min': 31.33, 'sea_level': 1009, 'feels_like': 37.26, 'grnd_level': 1008}, 'name': 'Hung Yen', 'rain': {'1h': 2.16}, 'wind': {'deg': 326, 'gust': 4.43, 'speed': 3.46}, 'coord': {'lat': 20.65, 'lon': 106.0667}, 'clouds': {'all': 83}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:28.429116
150,Kon Tum,"{'dt': 1759631904, 'id': 1578500, 'cod': 200, 'sys': {'sunset': 1759660500, 'country': 'VN', 'sunrise': 1759617464}, 'base': 'stations', 'main': {'temp': 24.13, 'humidity': 84, 'pressure': 1013, 'temp_max': 24.13, 'temp_min': 24.13, 'sea_level': 1013, 'feels_like': 24.79, 'grnd_level': 942}, 'name': 'Kon Tum', 'rain': {'1h': 0.48}, 'wind': {'deg': 246, 'gust': 3.05, 'speed': 1.3}, 'coord': {'lat': 14.35, 'lon': 108}, 'clouds': {'all': 95}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:28.613272
151,Lai Chau,"{'dt': 1759632061, 'id': 1570815, 'cod': 200, 'sys': {'sunset': 1759661425, 'country': 'VN', 'sunrise': 1759618722}, 'base': 'stations', 'main': {'temp': 25.3, 'humidity': 68, 'pressure': 1011, 'temp_max': 25.3, 'temp_min': 25.3, 'sea_level': 1011, 'feels_like': 25.66, 'grnd_level': 889}, 'name': 'Lai Chau', 'wind': {'deg': 232, 'gust': 0.96, 'speed': 1.6}, 'coord': {'lat': 22.3997, 'lon': 103.4517}, 'clouds': {'all': 47}, 'weather': [{'id': 802, 'icon': '03d', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:28.807016
152,Nha Trang,"{'dt': 1759631978, 'id': 1572151, 'cod': 200, 'sys': {'sunset': 1759660258, 'country': 'VN', 'sunrise': 1759617138}, 'base': 'stations', 'main': {'temp': 30.97, 'humidity': 63, 'pressure': 1011, 'temp_max': 30.97, 'temp_min': 30.97, 'sea_level': 1011, 'feels_like': 35.55, 'grnd_level': 1002}, 'name': 'Nha Trang', 'wind': {'deg': 134, 'gust': 1.04, 'speed': 1.51}, 'coord': {'lat': 12.25, 'lon': 109.1833}, 'clouds': {'all': 98}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:29.008231
