id,city,json_data,collected_at
39,"Cao Lanh,VN","{'dt': 1759460228, 'id': 1586151, 'cod': 200, 'sys': {'sunset': 1759488418, 'country': 'VN', 'sunrise': 1759445159}, 'base': 'stations', 'main': {'temp': 30.71, 'humidity': 61, 'pressure': 1012, 'temp_max': 30.71, 'temp_min': 30.71, 'sea_level': 1012, 'feels_like': 34.48, 'grnd_level': 1011}, 'name': 'Cao Lanh', 'wind': {'deg': 179, 'gust': 2.14, 'speed': 2.36}, 'coord': {'lat': 10.45, 'lon': 105.6333}, 'clouds': {'all': 69}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:08.241175
40,"Pleiku,VN","{'dt': 1759459936, 'id': 1569684, 'cod': 200, 'sys': {'sunset': 1759487792, 'country': 'VN', 'sunrise': 1759444649}, 'base': 'stations', 'main': {'temp': 26.43, 'humidity': 71, 'pressure': 1013, 'temp_max': 26.43, 'temp_min': 26.43, 'sea_level': 1013, 'feels_like': 26.43, 'grnd_level': 933}, 'name': 'Plây Cu', 'rain': {'1h': 0.46}, 'wind': {'deg': 239, 'gust': 0.63, 'speed': 0.27}, 'coord': {'lat': 13.9833, 'lon': 108}, 'clouds': {'all': 71}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 8579}",2025-10-03 09:57:08.519791
41,"Ha Giang,VN","{'dt': 1759460228, 'id': 1581349, 'cod': 200, 'sys': {'sunset': 1759488365, 'country': 'VN', 'sunrise': 1759445524}, 'base': 'stations', 'main': {'temp': 24.78, 'humidity': 99, 'pressure': 1014, 'temp_max': 24.78, 'temp_min': 24.78, 'sea_level': 1014, 'feels_like': 25.9, 'grnd_level': 941}, 'name': 'Ha Giang', 'wind': {'deg': 153, 'gust': 2.86, 'speed': 1.3}, 'coord': {'lat': 22.8333, 'lon': 104.9833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:08.846012
42,"Phu Ly,VN","{'dt': 1759460229, 'id': 1570449, 'cod': 200, 'sys': {'sunset': 1759488182, 'country': 'VN', 'sunrise': 1759445260}, 'base': 'stations', 'main': {'temp': 30.11, 'humidity': 66, 'pressure': 1013, 'temp_max': 30.11, 'temp_min': 30.11, 'sea_level': 1013, 'feels_like': 34.35, 'grnd_level': 1011}, 'name': 'Thành Phố Phủ Lý', 'wind': {'deg': 177, 'gust': 1.91, 'speed': 1.56}, 'coord': {'lat': 20.5411, 'lon': 105.9139}, 'clouds': {'all': 57}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:09.175131
43,"Ha Tinh,VN","{'dt': 1759460229, 'id': 1581047, 'cod': 200, 'sys': {'sunset': 1759488223, 'country': 'VN', 'sunrise': 1759445225}, 'base': 'stations', 'main': {'temp': 29.53, 'humidity': 71, 'pressure': 1013, 'temp_max': 29.53, 'temp_min': 29.53, 'sea_level': 1013, 'feels_like': 34.14, 'grnd_level': 1011}, 'name': 'Ha Tinh', 'wind': {'deg': 22, 'gust': 1.04, 'speed': 1.09}, 'coord': {'lat': 18.3333, 'lon': 105.9}, 'clouds': {'all': 12}, 'weather': [{'id': 801, 'icon': '02d', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:09.514621
44,"Hai Duong,VN","{'dt': 1759460205, 'id': 1581326, 'cod': 200, 'sys': {'sunset': 1759488078, 'country': 'VN', 'sunrise': 1759445170}, 'base': 'stations', 'main': {'temp': 30.11, 'humidity': 68, 'pressure': 1013, 'temp_max': 30.11, 'temp_min': 30.11, 'sea_level': 1013, 'feels_like': 34.82, 'grnd_level': 1012}, 'name': 'Thành Phố Hải Dương', 'wind': {'deg': 131, 'gust': 1.7, 'speed': 1.32}, 'coord': {'lat': 20.9333, 'lon': 106.3167}, 'clouds': {'all': 55}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:09.820375
45,"Vi Thanh,VN","{'dt': 1759460230, 'id': 1581188, 'cod': 200, 'sys': {'sunset': 1759488468, 'country': 'VN', 'sunrise': 1759445188}, 'base': 'stations', 'main': {'temp': 30.01, 'humidity': 64, 'pressure': 1012, 'temp_max': 30.01, 'temp_min': 30.01, 'sea_level': 1012, 'feels_like': 33.68, 'grnd_level': 1012}, 'name': 'Vi Thanh', 'wind': {'deg': 172, 'gust': 2, 'speed': 2.22}, 'coord': {'lat': 9.7835, 'lon': 105.4672}, 'clouds': {'all': 72}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:10.148803
46,"Hoa Binh,VN","{'dt': 1759460230, 'id': 1580830, 'cod': 200, 'sys': {'sunset': 1759488315, 'country': 'VN', 'sunrise': 1759445403}, 'base': 'stations', 'main': {'temp': 29.42, 'humidity': 67, 'pressure': 1013, 'temp_max': 29.42, 'temp_min': 29.42, 'sea_level': 1013, 'feels_like': 33.06, 'grnd_level': 982}, 'name': 'Thành Phố Hòa Bình', 'wind': {'deg': 116, 'gust': 1.27, 'speed': 0.88}, 'coord': {'lat': 20.8133, 'lon': 105.3383}, 'clouds': {'all': 77}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:10.476941
47,"Hung Yen,VN","{'dt': 1759460018, 'id': 1580142, 'cod': 200, 'sys': {'sunset': 1759488143, 'country': 'VN', 'sunrise': 1759445225}, 'base': 'stations', 'main': {'temp': 30.39, 'humidity': 63, 'pressure': 1013, 'temp_max': 30.39, 'temp_min': 30.39, 'sea_level': 1013, 'feels_like': 34.27, 'grnd_level': 1012}, 'name': 'Hung Yen', 'wind': {'deg': 172, 'gust': 1.8, 'speed': 1.5}, 'coord': {'lat': 20.65, 'lon': 106.0667}, 'clouds': {'all': 58}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:10.778058
48,"Nha Trang,VN","{'dt': 1759460160, 'id': 1572151, 'cod': 200, 'sys': {'sunset': 1759487537, 'country': 'VN', 'sunrise': 1759444336}, 'base': 'stations', 'main': {'temp': 30.69, 'humidity': 66, 'pressure': 1012, 'temp_max': 30.69, 'temp_min': 30.69, 'sea_level': 1012, 'feels_like': 35.69, 'grnd_level': 1003}, 'name': 'Nha Trang', 'wind': {'deg': 107, 'gust': 0.73, 'speed': 1.35}, 'coord': {'lat': 12.25, 'lon': 109.1833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:11.384395
49,"Rach Gia,VN","{'dt': 1759460110, 'id': 1568510, 'cod': 200, 'sys': {'sunset': 1759488557, 'country': 'VN', 'sunrise': 1759445283}, 'base': 'stations', 'main': {'temp': 28.63, 'humidity': 71, 'pressure': 1012, 'temp_max': 28.63, 'temp_min': 28.63, 'sea_level': 1012, 'feels_like': 32.1, 'grnd_level': 1012}, 'name': 'Rach Gia', 'wind': {'deg': 198, 'gust': 2.66, 'speed': 2.45}, 'coord': {'lat': 10.0167, 'lon': 105.0833}, 'clouds': {'all': 98}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:11.703305
50,"Kon Tum,VN","{'dt': 1759460232, 'id': 1578500, 'cod': 200, 'sys': {'sunset': 1759487786, 'country': 'VN', 'sunrise': 1759444655}, 'base': 'stations', 'main': {'temp': 28.03, 'humidity': 65, 'pressure': 1013, 'temp_max': 28.03, 'temp_min': 28.03, 'sea_level': 1013, 'feels_like': 30.08, 'grnd_level': 942}, 'name': 'Kon Tum', 'wind': {'deg': 299, 'gust': 1.06, 'speed': 0.8}, 'coord': {'lat': 14.35, 'lon': 108}, 'clouds': {'all': 91}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:12.001393
51,"Lai Chau,VN","{'dt': 1759460232, 'id': 1570815, 'cod': 200, 'sys': {'sunset': 1759488740, 'country': 'VN', 'sunrise': 1759445884}, 'base': 'stations', 'main': {'temp': 23.17, 'humidity': 81, 'pressure': 1014, 'temp_max': 23.17, 'temp_min': 23.17, 'sea_level': 1014, 'feels_like': 23.66, 'grnd_level': 892}, 'name': 'Lai Chau', 'wind': {'deg': 223, 'gust': 1.7, 'speed': 1.76}, 'coord': {'lat': 22.3997, 'lon': 103.4517}, 'clouds': {'all': 98}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:12.321106
52,"Da Lat,VN","{'dt': 1759460232, 'id': 1584071, 'cod': 200, 'sys': {'sunset': 1759487719, 'country': 'VN', 'sunrise': 1759444509}, 'base': 'stations', 'main': {'temp': 23.86, 'humidity': 56, 'pressure': 1014, 'temp_max': 23.86, 'temp_min': 23.86, 'sea_level': 1014, 'feels_like': 23.76, 'grnd_level': 858}, 'name': 'Ðà Lạt', 'wind': {'deg': 179, 'gust': 1.15, 'speed': 0.57}, 'coord': {'lat': 11.9465, 'lon': 108.4419}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:12.763899
53,"Lang Son,VN","{'dt': 1759460233, 'id': 1576633, 'cod': 200, 'sys': {'sunset': 1759487963, 'country': 'VN', 'sunrise': 1759445086}, 'base': 'stations', 'main': {'temp': 27.89, 'humidity': 62, 'pressure': 1014, 'temp_max': 27.89, 'temp_min': 27.89, 'sea_level': 1014, 'feels_like': 29.51, 'grnd_level': 969}, 'name': 'Thành Phố Lạng Sơn', 'wind': {'deg': 182, 'gust': 2.96, 'speed': 1.63}, 'coord': {'lat': 21.8333, 'lon': 106.7333}, 'clouds': {'all': 26}, 'weather': [{'id': 802, 'icon': '03d', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:13.119734
54,"Lao Cai,VN","{'dt': 1759460026, 'id': 1576303, 'cod': 200, 'sys': {'sunset': 1759488619, 'country': 'VN', 'sunrise': 1759445765}, 'base': 'stations', 'main': {'temp': 26.58, 'humidity': 90, 'pressure': 1014, 'temp_max': 26.58, 'temp_min': 26.58, 'sea_level': 1014, 'feels_like': 26.58, 'grnd_level': 944}, 'name': 'Lao Cai', 'rain': {'1h': 0.13}, 'wind': {'deg': 109, 'gust': 2.75, 'speed': 1.35}, 'coord': {'lat': 22.4833, 'lon': 103.95}, 'clouds': {'all': 93}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 3300}",2025-10-03 09:57:13.496560
55,"Tan An,VN","{'dt': 1759459957, 'id': 1567069, 'cod': 200, 'sys': {'sunset': 1759488228, 'country': 'VN', 'sunrise': 1759444972}, 'base': 'stations', 'main': {'temp': 31.03, 'humidity': 65, 'pressure': 1012, 'temp_max': 31.03, 'temp_min': 31.03, 'sea_level': 1012, 'feels_like': 36.23, 'grnd_level': 1012}, 'name': 'Tan An', 'wind': {'deg': 168, 'gust': 1.94, 'speed': 1.8}, 'coord': {'lat': 10.5333, 'lon': 106.4167}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:13.834745
56,"Nam Dinh,VN","{'dt': 1759460092, 'id': 1573517, 'cod': 200, 'sys': {'sunset': 1759488123, 'country': 'VN', 'sunrise': 1759445197}, 'base': 'stations', 'main': {'temp': 30, 'humidity': 66, 'pressure': 1013, 'temp_max': 30, 'temp_min': 30, 'sea_level': 1013, 'feels_like': 34.1, 'grnd_level': 1012}, 'name': 'Thành Phố Nam Định', 'wind': {'deg': 194, 'gust': 1.3, 'speed': 1.04}, 'coord': {'lat': 20.4167, 'lon': 106.1667}, 'clouds': {'all': 54}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:14.185768
57,"Vinh,VN","{'dt': 1759460234, 'id': 1562798, 'cod': 200, 'sys': {'sunset': 1759488273, 'country': 'VN', 'sunrise': 1759445287}, 'base': 'stations', 'main': {'temp': 29.07, 'humidity': 73, 'pressure': 1013, 'temp_max': 29.07, 'temp_min': 29.07, 'sea_level': 1013, 'feels_like': 33.46, 'grnd_level': 1012}, 'name': 'Vinh', 'wind': {'deg': 6, 'gust': 0.54, 'speed': 0.54}, 'coord': {'lat': 18.6667, 'lon': 105.6667}, 'clouds': {'all': 8}, 'weather': [{'id': 800, 'icon': '01d', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:14.534541
58,"Ninh Binh,VN","{'dt': 1759460234, 'id': 1571968, 'cod': 200, 'sys': {'sunset': 1759488172, 'country': 'VN', 'sunrise': 1759445240}, 'base': 'stations', 'main': {'temp': 30.22, 'humidity': 66, 'pressure': 1013, 'temp_max': 30.22, 'temp_min': 30.22, 'sea_level': 1013, 'feels_like': 34.6, 'grnd_level': 1010}, 'name': 'Thành Phố Ninh Bình', 'wind': {'deg': 191, 'gust': 1.66, 'speed': 1.37}, 'coord': {'lat': 20.2539, 'lon': 105.975}, 'clouds': {'all': 34}, 'weather': [{'id': 802, 'icon': '03d', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:14.832482
59,"Phan Rang-Thap Cham,VN","{'dt': 1759460235, 'id': 1571067, 'cod': 200, 'sys': {'sunset': 1759487596, 'country': 'VN', 'sunrise': 1759444373}, 'base': 'stations', 'main': {'temp': 30.55, 'humidity': 66, 'pressure': 1012, 'temp_max': 30.55, 'temp_min': 30.55, 'sea_level': 1012, 'feels_like': 35.36, 'grnd_level': 1003}, 'name': 'Phan Rang-Thap Cham', 'wind': {'deg': 117, 'gust': 0.96, 'speed': 0.59}, 'coord': {'lat': 11.5667, 'lon': 108.9833}, 'clouds': {'all': 69}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:15.143150
60,"Viet Tri,VN","{'dt': 1759460220, 'id': 1562820, 'cod': 200, 'sys': {'sunset': 1759488284, 'country': 'VN', 'sunrise': 1759445389}, 'base': 'stations', 'main': {'temp': 29.3, 'humidity': 69, 'pressure': 1013, 'temp_max': 29.3, 'temp_min': 29.3, 'sea_level': 1013, 'feels_like': 33.19, 'grnd_level': 1009}, 'name': 'Viet Tri', 'wind': {'deg': 128, 'gust': 3.14, 'speed': 2.85}, 'coord': {'lat': 21.3019, 'lon': 105.4308}, 'clouds': {'all': 78}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:15.487987
61,"Tuy Hoa,VN","{'dt': 1759460235, 'id': 1563281, 'cod': 200, 'sys': {'sunset': 1759487495, 'country': 'VN', 'sunrise': 1759444322}, 'base': 'stations', 'main': {'temp': 30.72, 'humidity': 64, 'pressure': 1012, 'temp_max': 30.72, 'temp_min': 30.72, 'sea_level': 1012, 'feels_like': 35.24, 'grnd_level': 1000}, 'name': 'Thành phố Tuy Hòa', 'wind': {'deg': 22, 'gust': 1.87, 'speed': 2.13}, 'coord': {'lat': 13.0833, 'lon': 109.3}, 'clouds': {'all': 87}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:15.777799
62,"Dong Hoi,VN","{'dt': 1759460236, 'id': 1582886, 'cod': 200, 'sys': {'sunset': 1759488069, 'country': 'VN', 'sunrise': 1759445043}, 'base': 'stations', 'main': {'temp': 28.8, 'humidity': 75, 'pressure': 1013, 'temp_max': 28.8, 'temp_min': 28.8, 'sea_level': 1013, 'feels_like': 33.21, 'grnd_level': 1004}, 'name': 'Đồng Hới', 'wind': {'deg': 72, 'gust': 2.04, 'speed': 2.36}, 'coord': {'lat': 17.4833, 'lon': 106.6}, 'clouds': {'all': 19}, 'weather': [{'id': 801, 'icon': '02d', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:16.706267
63,"Tam Ky,VN","{'dt': 1759460236, 'id': 1567148, 'cod': 200, 'sys': {'sunset': 1759487650, 'country': 'VN', 'sunrise': 1759444559}, 'base': 'stations', 'main': {'temp': 30.1, 'humidity': 68, 'pressure': 1013, 'temp_max': 30.1, 'temp_min': 30.1, 'sea_level': 1013, 'feels_like': 34.8, 'grnd_level': 1007}, 'name': 'Tam Ky', 'wind': {'deg': 342, 'gust': 1.18, 'speed': 1.93}, 'coord': {'lat': 15.5667, 'lon': 108.4833}, 'clouds': {'all': 40}, 'weather': [{'id': 802, 'icon': '03d', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:17.023169
64,"Quang Ngai,VN","{'dt': 1759459999, 'id': 1568770, 'cod': 200, 'sys': {'sunset': 1759487581, 'country': 'VN', 'sunrise': 1759444475}, 'base': 'stations', 'main': {'temp': 30.29, 'humidity': 65, 'pressure': 1012, 'temp_max': 30.29, 'temp_min': 30.29, 'sea_level': 1012, 'feels_like': 34.52, 'grnd_level': 1002}, 'name': 'Thành phố Quảng Ngãi', 'wind': {'deg': 49, 'gust': 1.12, 'speed': 1.59}, 'coord': {'lat': 15.1167, 'lon': 108.8}, 'clouds': {'all': 45}, 'weather': [{'id': 802, 'icon': '03d', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:17.402893
65,"Ha Long,VN","{'dt': 1759459956, 'id': 1580410, 'cod': 200, 'sys': {'sunset': 1759487895, 'country': 'VN', 'sunrise': 1759444987}, 'base': 'stations', 'main': {'temp': 29.85, 'humidity': 72, 'pressure': 1013, 'temp_max': 29.85, 'temp_min': 29.85, 'sea_level': 1013, 'feels_like': 35.15, 'grnd_level': 1004}, 'name': 'Thành Phố Hạ Long', 'wind': {'deg': 111, 'gust': 2.42, 'speed': 1.82}, 'coord': {'lat': 20.9511, 'lon': 107.08}, 'clouds': {'all': 88}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:17.739786
66,"Dong Ha,VN","{'dt': 1759460238, 'id': 1582926, 'cod': 200, 'sys': {'sunset': 1759487961, 'country': 'VN', 'sunrise': 1759444912}, 'base': 'stations', 'main': {'temp': 29.64, 'humidity': 72, 'pressure': 1012, 'temp_max': 29.64, 'temp_min': 29.64, 'sea_level': 1012, 'feels_like': 34.63, 'grnd_level': 1014}, 'name': 'Dong Ha', 'wind': {'deg': 91, 'gust': 2.46, 'speed': 2.02}, 'coord': {'lat': 16.8163, 'lon': 107.1003}, 'clouds': {'all': 14}, 'weather': [{'id': 801, 'icon': '02d', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:18.075034
67,"Soc Trang,VN","{'dt': 1759459974, 'id': 1567788, 'cod': 200, 'sys': {'sunset': 1759488348, 'country': 'VN', 'sunrise': 1759445062}, 'base': 'stations', 'main': {'temp': 30.77, 'humidity': 62, 'pressure': 1012, 'temp_max': 30.77, 'temp_min': 30.77, 'sea_level': 1012, 'feels_like': 34.85, 'grnd_level': 1012}, 'name': 'Soc Trang', 'wind': {'deg': 162, 'gust': 1.59, 'speed': 1.54}, 'coord': {'lat': 9.6033, 'lon': 105.98}, 'clouds': {'all': 61}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:18.379935
68,"Son La,VN","{'dt': 1759460238, 'id': 1567681, 'cod': 200, 'sys': {'sunset': 1759488651, 'country': 'VN', 'sunrise': 1759445757}, 'base': 'stations', 'main': {'temp': 27.01, 'humidity': 71, 'pressure': 1013, 'temp_max': 27.01, 'temp_min': 27.01, 'sea_level': 1013, 'feels_like': 28.96, 'grnd_level': 926}, 'name': 'Thành Phố Sơn La', 'wind': {'deg': 97, 'gust': 1.24, 'speed': 0.98}, 'coord': {'lat': 21.3167, 'lon': 103.9}, 'clouds': {'all': 57}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:18.919545
69,"Tay Ninh,VN","{'dt': 1759459964, 'id': 1566559, 'cod': 200, 'sys': {'sunset': 1759488292, 'country': 'VN', 'sunrise': 1759445060}, 'base': 'stations', 'main': {'temp': 30.3, 'humidity': 66, 'pressure': 1012, 'temp_max': 30.3, 'temp_min': 30.3, 'sea_level': 1012, 'feels_like': 34.78, 'grnd_level': 1011}, 'name': 'Tay Ninh', 'wind': {'deg': 186, 'gust': 2.84, 'speed': 2.79}, 'coord': {'lat': 11.3, 'lon': 106.1}, 'clouds': {'all': 87}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:19.264481
70,"Thai Binh,VN","{'dt': 1759460239, 'id': 1566346, 'cod': 200, 'sys': {'sunset': 1759488083, 'country': 'VN', 'sunrise': 1759445158}, 'base': 'stations', 'main': {'temp': 30.15, 'humidity': 65, 'pressure': 1013, 'temp_max': 30.15, 'temp_min': 30.15, 'sea_level': 1013, 'feels_like': 34.21, 'grnd_level': 1012}, 'name': 'Thành Phố Thái Bình', 'wind': {'deg': 182, 'gust': 1.09, 'speed': 0.82}, 'coord': {'lat': 20.45, 'lon': 106.3333}, 'clouds': {'all': 58}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:19.601923
71,"Thai Nguyen,VN","{'dt': 1759460240, 'id': 1566319, 'cod': 200, 'sys': {'sunset': 1759488180, 'country': 'VN', 'sunrise': 1759445295}, 'base': 'stations', 'main': {'temp': 29.29, 'humidity': 69, 'pressure': 1013, 'temp_max': 29.29, 'temp_min': 29.29, 'sea_level': 1013, 'feels_like': 33.17, 'grnd_level': 1001}, 'name': 'Thành Phố Thái Nguyên', 'wind': {'deg': 152, 'gust': 2.41, 'speed': 1.97}, 'coord': {'lat': 21.5928, 'lon': 105.8442}, 'clouds': {'all': 67}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:19.973198
72,"Thanh Hoa,VN","{'dt': 1759460101, 'id': 1566166, 'cod': 200, 'sys': {'sunset': 1759488230, 'country': 'VN', 'sunrise': 1759445283}, 'base': 'stations', 'main': {'temp': 30.47, 'humidity': 67, 'pressure': 1013, 'temp_max': 30.47, 'temp_min': 30.47, 'sea_level': 1013, 'feels_like': 35.42, 'grnd_level': 1012}, 'name': 'Thanh Hóa', 'wind': {'deg': 172, 'gust': 1.33, 'speed': 0.81}, 'coord': {'lat': 19.8, 'lon': 105.7667}, 'clouds': {'all': 44}, 'weather': [{'id': 802, 'icon': '03d', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:20.317133
73,"Hue,VN","{'dt': 1759460124, 'id': 1580240, 'cod': 200, 'sys': {'sunset': 1759487847, 'country': 'VN', 'sunrise': 1759444786}, 'base': 'stations', 'main': {'temp': 30, 'humidity': 69, 'pressure': 1012, 'temp_max': 30, 'temp_min': 30, 'sea_level': 1012, 'feels_like': 34.8, 'grnd_level': 1011}, 'name': 'Huế', 'wind': {'deg': 62, 'gust': 1.85, 'speed': 1.7}, 'coord': {'lat': 16.4667, 'lon': 107.6}, 'clouds': {'all': 21}, 'weather': [{'id': 801, 'icon': '02d', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:21.823466
74,"My Tho,VN","{'dt': 1759460242, 'id': 1574023, 'cod': 200, 'sys': {'sunset': 1759488247, 'country': 'VN', 'sunrise': 1759444985}, 'base': 'stations', 'main': {'temp': 31.42, 'humidity': 62, 'pressure': 1012, 'temp_max': 31.42, 'temp_min': 31.42, 'sea_level': 1012, 'feels_like': 36.31, 'grnd_level': 1012}, 'name': 'Mỹ Tho', 'wind': {'deg': 161, 'gust': 1.63, 'speed': 1.39}, 'coord': {'lat': 10.35, 'lon': 106.35}, 'clouds': {'all': 84}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:22.149803
75,"Tra Vinh,VN","{'dt': 1759460242, 'id': 1563926, 'cod': 200, 'sys': {'sunset': 1759488255, 'country': 'VN', 'sunrise': 1759444979}, 'base': 'stations', 'main': {'temp': 31.62, 'humidity': 60, 'pressure': 1012, 'temp_max': 31.62, 'temp_min': 31.62, 'sea_level': 1012, 'feels_like': 36.2, 'grnd_level': 1012}, 'name': 'Tra Vinh', 'wind': {'deg': 157, 'gust': 1.48, 'speed': 1.17}, 'coord': {'lat': 9.9347, 'lon': 106.3453}, 'clouds': {'all': 64}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:22.477689
76,"Tuyen Quang,VN","{'dt': 1759459945, 'id': 1563287, 'cod': 200, 'sys': {'sunset': 1759488326, 'country': 'VN', 'sunrise': 1759445449}, 'base': 'stations', 'main': {'temp': 29.8, 'humidity': 65, 'pressure': 1013, 'temp_max': 29.8, 'temp_min': 29.8, 'sea_level': 1013, 'feels_like': 33.46, 'grnd_level': 1000}, 'name': 'Tuyên Quang', 'wind': {'deg': 166, 'gust': 2.18, 'speed': 1.14}, 'coord': {'lat': 21.8233, 'lon': 105.2181}, 'clouds': {'all': 96}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:22.781161
